what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384212956103
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1384212958854
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384212958869
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384212960452
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1384212961679
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384212963206
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384213041750
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384213080541
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1384213080576
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1384213206757
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1384213213543
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384213220430
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384213220857
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384213223248
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384213228156
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384213228577
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384213231484
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384213233373
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1384213235981
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384213235997
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384213237635
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1384213238871
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384213240398
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1384213296076
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384213306348
