what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215654954
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215655456
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384215656753
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215657100
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215657520
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215661318
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1384215663253
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215663266
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384215664879
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1384215666080
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384215667609
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1384215677567
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215695976
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215711145
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384215715055
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1384215716110
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384215717366
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384215719920
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1384215723586
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1384215728584
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1384215732496
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384215735931
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215736351
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215737671
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384215739575
