what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701405774
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701408379
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701470865
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701474144
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701475811
opened,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1383701482344
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1383701482517
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701487192
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701488416
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1383701492822
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1383701494766
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701495209
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701500358
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701505762
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701512176
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701513108
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701513636
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1383701516902
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1383701524278
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1383701524803
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701534132
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701537627
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1383701541999
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701543577
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701571129
