what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384214551568
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1384214552864
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384214557237
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1384214558260
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384214562052
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214562460
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214562723
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384214567439
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214567858
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214570924
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214575036
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1384214577656
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214577668
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384214579253
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1384214580495
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384214582040
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214607944
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214825139
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1384214825173
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384214978775
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215401352
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1384215500089
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1384215501266
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384215502809
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384215503235
