what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1383701851433
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701852384
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701856107
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701858917
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1383701862045
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701862069
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701863972
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1383701865061
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701866649
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1383701918579
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701921234
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1383701923806
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701923827
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701925584
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1383701926636
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701928204
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1383701951973
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1383701956765
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701963000
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1383701964268
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701966418
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1383701969331
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701969356
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701971129
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1383701972216
