what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207742227
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1384207742615
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207744674
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207751211
executed,command,,,AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction,1384207751626
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207757715
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207757873
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207758673
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207758825
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207759172
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207759312
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207760890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207762844
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207766099
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207774861
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384207774889
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207778651
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207815388
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1384207815444
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1384207822343
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207823308
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384207826989
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207834866
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207835018
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1384207836282
