what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701638165
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1383701644333
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701644357
opened,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701645947
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200902130801,org.eclipse.cdt.debug.mi.ui,1383701646365
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200902130801,org.eclipse.cdt.debug.mi.core,1383701646441
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701648751
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701656055
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701734864
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1383701735656
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1383701738467
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1383701739017
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701759815
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701808104
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1383701818118
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1383701819596
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1383701823672
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701824398
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701826156
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1383701830009
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1383701837081
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1383701837931
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1383701841249
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701841781
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1383701844465
